date,close
2014/04/10,183.160004
2014/04/09,187.089996
2014/04/08,185.100006
2014/04/07,184.339996
2014/04/04,186.399994
2014/04/03,188.630005
2014/04/02,188.880005
2014/04/01,188.250000
2014/03/31,187.009995
2014/03/28,185.490005
2014/03/27,184.580002
2014/03/26,184.970001
2014/03/25,186.309998
2014/03/24,185.429993
2014/03/21,186.199997
2014/03/20,187.750000
2014/03/19,186.660004
2014/03/18,187.660004
2014/03/17,186.330002
2014/03/14,184.660004
2014/03/13,185.179993
2014/03/12,187.279999
2014/03/11,187.229996
2014/03/10,188.160004
2014/03/07,188.259995
2014/03/06,188.179993
2014/03/05,187.750000
2014/03/04,187.580002
2014/03/03,184.979996
2014/02/28,186.289993
2014/02/27,185.820007
2014/02/26,184.850006
2014/02/25,184.839996
2014/02/24,184.910004
2014/02/21,183.889999
2014/02/20,184.100006
2014/02/19,183.020004
2014/02/18,184.240005
2014/02/14,184.020004
2014/02/13,183.009995
2014/02/12,182.070007
2014/02/11,181.979996
2014/02/10,180.009995
2014/02/07,179.679993
2014/02/06,177.479996
2014/02/05,175.169998
2014/02/04,175.389999
2014/02/03,174.169998
2014/01/31,178.179993
2014/01/30,179.229996
2014/01/29,177.350006
2014/01/28,179.070007
2014/01/27,178.009995
2014/01/24,178.889999
2014/01/23,182.789993
2014/01/22,184.300003
2014/01/21,184.179993
2014/01/17,183.639999
2014/01/16,184.419998
2014/01/15,184.660004
2014/01/14,183.669998
2014/01/13,181.690002
2014/01/10,184.139999
2014/01/09,183.639999
2014/01/08,183.520004
2014/01/07,183.479996
2014/01/06,182.360001
2014/01/03,182.889999
2014/01/02,182.919998
2013/12/31,184.690002
2013/12/30,183.820007
2013/12/27,183.850006
2013/12/26,183.860001
2013/12/24,182.929993
2013/12/23,182.529999
2013/12/20,181.559998
2013/12/19,181.490005
2013/12/18,181.699997
2013/12/17,178.649994
2013/12/16,179.220001
2013/12/13,178.110001
2013/12/12,178.130005
2013/12/11,178.720001
2013/12/10,180.750000
2013/12/09,181.399994
2013/12/06,180.940002
2013/12/05,178.940002
2013/12/04,179.729996
2013/12/03,179.750000
2013/12/02,180.529999
2013/11/29,181.000000
2013/11/27,181.119995
2013/11/26,180.679993
2013/11/25,180.630005
2013/11/22,180.809998
2013/11/21,179.910004
2013/11/20,178.470001
2013/11/19,179.029999
2013/11/18,179.419998
2013/11/15,180.050003
2013/11/14,179.270004
2013/11/13,178.380005
2013/11/12,176.960007
2013/11/11,177.320007
2013/11/08,177.289993
2013/11/07,174.929993
2013/11/06,177.169998
2013/11/05,176.270004
2013/11/04,176.830002
2013/11/01,176.210007
2013/10/31,175.789993
2013/10/30,176.289993
2013/10/29,177.169998
2013/10/28,176.229996
2013/10/25,175.949997
2013/10/24,175.149994
2013/10/23,174.570007
2013/10/22,175.410004
2013/10/21,174.399994
2013/10/18,174.389999
2013/10/17,173.220001
2013/10/16,172.070007
2013/10/15,169.699997
2013/10/14,170.940002
2013/10/11,170.259995
2013/10/10,169.169998
2013/10/09,165.600006
2013/10/08,165.479996
2013/10/07,167.429993
2013/10/04,168.889999
2013/10/03,167.619995
2013/10/02,169.179993
2013/10/01,169.339996
2013/09/30,168.009995
2013/09/27,168.910004
2013/09/26,169.690002
2013/09/25,169.039993
2013/09/24,169.529999
2013/09/23,169.929993
2013/09/20,170.720001
2013/09/19,172.759995
2013/09/18,173.050003
2013/09/17,171.070007
2013/09/16,170.309998
2013/09/13,169.330002
2013/09/12,168.949997
2013/09/11,169.399994
2013/09/10,168.869995
2013/09/09,167.630005
2013/09/06,166.039993
2013/09/05,165.960007
2013/09/04,165.750000
2013/09/03,164.389999
2013/08/30,163.649994
2013/08/29,164.169998
2013/08/28,163.910004
2013/08/27,163.330002
2013/08/26,166.000000
2013/08/23,166.619995
2013/08/22,166.059998
2013/08/21,164.559998
2013/08/20,165.580002
2013/08/19,164.770004
2013/08/16,165.830002
2013/08/15,166.380005
2013/08/14,168.740005
2013/08/13,169.610001
2013/08/12,169.110001
2013/08/09,169.309998
2013/08/08,169.800003
2013/08/07,169.179993
2013/08/06,169.729996
2013/08/05,170.699997
2013/08/02,170.949997
2013/08/01,170.660004
2013/07/31,168.710007
2013/07/30,168.589996
2013/07/29,168.589996
2013/07/26,169.110001
2013/07/25,168.929993
2013/07/24,168.520004
2013/07/23,169.139999
2013/07/22,169.500000
2013/07/19,169.169998
2013/07/18,168.869995
2013/07/17,167.949997
2013/07/16,167.520004
2013/07/15,168.149994
2013/07/12,167.509995
2013/07/11,167.440002
2013/07/10,165.190002
2013/07/09,165.130005
2013/07/08,163.949997
2013/07/05,163.020004
2013/07/03,161.279999
2013/07/02,161.210007
2013/07/01,161.360001
2013/06/28,160.419998
2013/06/27,161.080002
2013/06/26,160.139999
2013/06/25,158.570007
2013/06/24,157.059998
2013/06/21,159.070007
2013/06/20,159.399994
2013/06/19,163.449997
2013/06/18,165.740005
2013/06/17,164.440002
2013/06/14,163.179993
2013/06/13,164.210007
2013/06/12,161.750000
2013/06/11,163.100006
2013/06/10,164.800003
2013/06/07,164.800003
2013/06/06,162.729996
2013/06/05,161.270004
2013/06/04,163.559998
2013/06/03,164.350006
2013/05/31,163.449997
2013/05/30,165.830002
2013/05/29,165.220001
2013/05/28,166.300003
2013/05/24,165.309998
2013/05/23,165.449997
2013/05/22,165.929993
2013/05/21,167.169998
2013/05/20,166.929993
2013/05/17,166.940002
2013/05/16,165.339996
2013/05/15,166.119995
2013/05/14,165.229996
2013/05/13,163.539993
2013/05/10,163.410004
2013/05/09,162.880005
2013/05/08,163.339996
2013/05/07,162.600006
2013/05/06,161.779999
2013/05/03,161.369995
2013/05/02,159.750000
2013/05/01,158.279999
2013/04/30,159.679993
2013/04/29,159.300003
2013/04/26,158.240005
2013/04/25,158.520004
2013/04/24,157.880005
2013/04/23,157.779999
2013/04/22,156.169998
2013/04/19,155.479996
2013/04/18,154.139999
2013/04/17,155.110001
2013/04/16,157.410004
2013/04/15,155.119995
2013/04/12,158.800003
2013/04/11,159.190002
2013/04/10,158.669998
2013/04/09,156.750000
2013/04/08,156.210007
2013/04/05,155.160004
2013/04/04,155.860001
2013/04/03,155.229996
2013/04/02,156.820007
2013/04/01,156.050003
2013/03/28,156.669998
2013/03/27,156.190002
2013/03/26,156.190002
2013/03/25,154.949997
2013/03/22,155.600006
2013/03/21,154.360001
2013/03/20,155.690002
2013/03/19,154.610001
2013/03/18,154.970001
2013/03/15,155.830002
2013/03/14,156.729996
2013/03/13,155.899994
2013/03/12,155.679993
2013/03/11,156.029999
2013/03/08,155.440002
2013/03/07,154.779999
2013/03/06,154.500000
2013/03/05,154.289993
2013/03/04,152.919998
2013/03/01,152.110001
2013/02/28,151.610001
2013/02/27,151.910004
2013/02/26,150.020004
2013/02/25,149.000000
2013/02/22,151.889999
2013/02/21,150.419998
2013/02/20,151.339996
2013/02/19,153.250000
2013/02/15,152.110001
2013/02/14,152.289993
2013/02/13,152.149994
2013/02/12,152.020004
2013/02/11,151.770004
2013/02/08,151.800003
2013/02/07,150.960007
2013/02/06,151.160004
2013/02/05,151.050003
2013/02/04,149.539993
2013/02/01,151.240005
2013/01/31,149.699997
2013/01/30,150.070007
2013/01/29,150.660004
2013/01/28,150.070007
2013/01/25,150.250000
2013/01/24,149.410004
2013/01/23,149.369995
2013/01/22,149.130005
2013/01/18,148.330002
2013/01/17,148.000000
2013/01/16,147.050003
2013/01/15,147.070007
2013/01/14,146.970001
2013/01/11,147.070007
2013/01/10,147.080002
2013/01/09,145.919998
2013/01/08,145.550003
2013/01/07,145.970001
2013/01/04,146.369995
2013/01/03,145.729996
2013/01/02,146.059998
2012/12/31,142.410004
2012/12/28,140.029999
2012/12/27,141.559998
2012/12/26,141.750000
2012/12/24,142.350006
2012/12/21,142.789993
2012/12/20,145.119995
2012/12/19,144.289993
2012/12/18,145.369995
2012/12/17,143.770004
2012/12/14,142.100006
2012/12/13,142.630005
2012/12/12,143.509995
2012/12/11,143.440002
2012/12/10,142.470001
2012/12/07,142.410004
2012/12/06,141.979996
2012/12/05,141.500000
2012/12/04,141.250000
2012/12/03,141.449997
2012/11/30,142.149994
2012/11/29,142.119995
2012/11/28,141.460007
2012/11/27,140.330002
2012/11/26,141.050003
2012/11/23,141.350006
2012/11/21,139.449997
2012/11/20,139.190002
2012/11/19,139.130005
2012/11/16,136.369995
2012/11/15,135.699997
2012/11/14,135.929993
2012/11/13,137.789993
2012/11/12,138.270004
2012/11/09,138.160004
2012/11/08,138.039993
2012/11/07,139.720001
2012/11/06,142.960007
2012/11/05,141.850006
2012/11/02,141.559998
2012/11/01,142.830002
2012/10/31,141.350006
2012/10/26,141.350006
2012/10/25,141.429993
2012/10/24,141.020004
2012/10/23,141.419998
2012/10/22,143.410004
2012/10/19,143.389999
2012/10/18,145.820007
2012/10/17,146.199997
2012/10/16,145.539993
2012/10/15,144.080002
2012/10/12,142.889999
2012/10/11,143.360001
2012/10/10,143.279999
2012/10/09,144.199997
2012/10/08,145.639999
2012/10/05,146.139999
2012/10/04,146.130005
2012/10/03,145.089996
2012/10/02,144.500000
2012/10/01,144.350006
2012/09/28,143.970001
2012/09/27,144.639999
2012/09/26,143.289993
2012/09/25,144.100006
2012/09/24,145.649994
2012/09/21,145.869995
2012/09/20,146.710007
2012/09/19,146.699997
2012/09/18,146.619995
2012/09/17,146.740005
2012/09/14,147.240005
2012/09/13,146.589996
2012/09/12,144.389999
2012/09/11,143.910004
2012/09/10,143.509995
2012/09/07,144.330002
2012/09/06,143.770004
2012/09/05,140.910004
2012/09/04,141.029999
2012/08/31,141.160004
2012/08/30,140.490005
2012/08/29,141.509995
2012/08/28,141.399994
2012/08/27,141.539993
2012/08/24,141.509995
2012/08/23,140.660004
2012/08/22,141.820007
2012/08/21,141.759995
2012/08/20,142.190002
2012/08/17,142.179993
2012/08/16,141.990005
2012/08/15,140.949997
2012/08/14,140.789993
2012/08/13,140.770004
2012/08/10,140.839996
2012/08/09,140.610001
2012/08/08,140.490005
2012/08/07,140.320007
2012/08/06,139.619995
2012/08/03,139.350006
2012/08/02,136.639999
2012/08/01,137.589996
2012/07/31,137.710007
2012/07/30,138.679993
2012/07/27,138.679993
2012/07/26,136.169998
2012/07/25,133.960007
2012/07/24,133.929993
2012/07/23,135.089996
2012/07/20,136.470001
2012/07/19,137.729996
2012/07/18,137.369995
2012/07/17,136.360001
2012/07/16,135.429993
2012/07/13,135.750000
2012/07/12,133.509995
2012/07/11,134.160004
2012/07/10,134.139999
2012/07/09,135.320007
2012/07/06,135.490005
2012/07/05,136.789993
2012/07/03,137.410004
2012/07/02,136.509995
2012/06/29,136.100006
2012/06/28,132.789993
2012/06/27,133.169998
2012/06/26,131.979996
2012/06/25,131.320007
2012/06/22,133.460007
2012/06/21,132.440002
2012/06/20,135.479996
2012/06/19,135.699997
2012/06/18,134.399994
2012/06/15,134.139999
2012/06/14,133.470001
2012/06/13,132.070007
2012/06/12,132.919998
2012/06/11,131.410004
2012/06/08,133.100006
2012/06/07,132.050003
2012/06/06,131.970001
2012/06/05,129.070007
2012/06/04,128.100006
2012/06/01,128.160004
2012/05/31,131.470001
2012/05/30,131.759995
2012/05/29,133.699997
2012/05/25,132.100006
2012/05/24,132.529999
2012/05/23,132.270004
2012/05/22,132.199997
2012/05/21,131.970001
2012/05/18,129.740005
2012/05/17,130.860001
2012/05/16,132.830002
2012/05/15,133.339996
2012/05/14,134.110001
2012/05/11,135.610001
2012/05/10,136.020004
2012/05/09,135.740005
2012/05/08,136.550003
2012/05/07,137.100006
2012/05/04,137.000000
2012/05/03,139.250000
2012/05/02,140.320007
2012/05/01,140.740005
2012/04/30,139.869995
2012/04/27,140.389999
2012/04/26,140.160004
2012/04/25,139.190002
2012/04/24,137.309998
2012/04/23,136.789993
2012/04/20,137.949997
2012/04/19,137.720001
2012/04/18,138.610001
2012/04/17,139.080002
2012/04/16,137.050003
2012/04/13,137.139999
2012/04/12,138.789993
2012/04/11,137.000000
2012/04/10,135.899994
2012/04/09,138.220001
2012/04/05,139.789993
2012/04/04,139.860001
2012/04/03,141.259995
2012/04/02,141.839996
2012/03/30,140.809998
2012/03/29,140.229996
2012/03/28,140.470001
2012/03/27,141.169998
2012/03/26,141.610001
2012/03/23,139.649994
2012/03/22,139.199997
2012/03/21,140.210007
2012/03/20,140.440002
2012/03/19,140.850006
2012/03/16,140.300003
2012/03/15,140.720001
2012/03/14,139.910004
2012/03/13,140.059998
2012/03/12,137.580002
2012/03/09,137.570007
2012/03/08,137.039993
2012/03/07,135.690002
2012/03/06,134.750000
2012/03/05,136.750000
2012/03/02,137.309998
2012/03/01,137.729996
2012/02/29,137.020004
2012/02/28,137.559998
2012/02/27,137.160004
2012/02/24,136.929993
2012/02/23,136.630005
2012/02/22,136.029999
2012/02/21,136.470001
2012/02/17,136.410004
2012/02/16,136.050003
2012/02/15,134.559998
2012/02/14,135.190002
2012/02/13,135.360001
2012/02/10,134.360001
2012/02/09,135.360001
2012/02/08,135.190002
2012/02/07,134.789993
2012/02/06,134.449997
2012/02/03,134.539993
2012/02/02,132.679993
2012/02/01,132.470001
2012/01/31,131.320007
2012/01/30,131.369995
2012/01/27,131.820007
2012/01/26,131.880005
2012/01/25,132.559998
2012/01/24,131.460007
2012/01/23,131.610001
2012/01/20,131.949997
2012/01/19,131.460007
2012/01/18,130.770004
2012/01/17,129.339996
2012/01/13,128.839996
2012/01/12,129.509995
2012/01/11,129.199997
2012/01/10,129.130005
2012/01/09,128.020004
2012/01/06,127.709999
2012/01/05,128.039993
2012/01/04,127.699997
2012/01/03,127.500000
2011/12/30,125.500000
2011/12/29,126.120003
2011/12/28,124.830002
2011/12/27,126.489998
2011/12/23,126.389999
2011/12/22,125.269997
2011/12/21,124.169998
2011/12/20,123.930000
2011/12/19,120.290001
2011/12/16,121.589996
2011/12/15,122.180000
2011/12/14,121.739998
2011/12/13,123.050003
2011/12/12,124.209999
2011/12/09,126.050003
2011/12/08,123.949997
2011/12/07,126.730003
2011/12/06,126.260002
2011/12/05,126.220001
2011/12/02,124.860001
2011/12/01,124.970001
2011/11/30,124.989998
2011/11/29,120.050003
2011/11/28,119.709999
2011/11/25,116.339996
2011/11/23,116.559998
2011/11/22,119.190002
2011/11/21,119.660004
2011/11/18,121.980003
2011/11/17,122.110001
2011/11/16,124.080002
2011/11/15,126.080002
2011/11/14,125.459999
2011/11/11,126.660004
2011/11/10,124.320000
2011/11/09,123.160004
2011/11/08,127.879997
2011/11/07,126.260002
2011/11/04,125.480003
2011/11/03,126.250000
2011/11/02,123.989998
2011/11/01,122.000000
2011/10/31,125.500000
2011/10/28,128.600006
2011/10/27,128.630005
2011/10/26,124.300003
2011/10/25,123.050003
2011/10/24,125.489998
2011/10/21,123.970001
2011/10/20,121.660004
2011/10/19,121.129997
2011/10/18,122.580002
2011/10/17,120.230003
2011/10/14,122.570000
2011/10/13,120.510002
2011/10/12,120.750000
2011/10/11,119.699997
2011/10/10,119.580002
2011/10/07,115.709999
2011/10/06,116.489998
2011/10/05,114.419998
2011/10/04,112.339996
2011/10/03,109.930000
2011/09/30,113.150002
2011/09/29,116.050003
2011/09/28,115.139999
2011/09/27,117.540001
2011/09/26,116.239998
2011/09/23,113.540001
2011/09/22,112.860001
2011/09/21,116.629997
2011/09/20,120.169998
2011/09/19,120.309998
2011/09/16,121.519997
2011/09/15,121.430000
2011/09/14,119.370003
2011/09/13,117.739998
2011/09/12,116.669998
2011/09/09,115.919998
2011/09/08,119.040001
2011/09/07,120.290001
2011/09/06,116.989998
2011/09/02,117.849998
2011/09/01,120.940002
2011/08/31,122.220001
2011/08/30,121.680000
2011/08/29,121.360001
2011/08/26,117.970001
2011/08/25,116.279999
2011/08/24,118.080002
2011/08/23,116.440002
2011/08/22,112.730003
2011/08/19,112.639999
2011/08/18,114.510002
2011/08/17,119.669998
2011/08/16,119.589996
2011/08/15,120.620003
2011/08/12,118.120003
2011/08/11,117.330002
2011/08/10,112.290001
2011/08/09,117.480003
2011/08/08,112.260002
2011/08/05,120.080002
2011/08/04,120.260002
2011/08/03,126.169998
2011/08/02,125.489998
2011/08/01,128.779999
2011/07/29,129.330002
2011/07/28,130.220001
2011/07/27,130.600006
2011/07/26,133.330002
2011/07/25,133.830002
2011/07/22,134.580002
2011/07/21,134.490005
2011/07/20,132.649994
2011/07/19,132.729996
2011/07/18,130.610001
2011/07/15,131.690002
2011/07/14,130.929993
2011/07/13,131.839996
2011/07/12,131.399994
2011/07/11,131.970001
2011/07/08,134.399994
2011/07/07,135.360001
2011/07/06,133.970001
2011/07/05,133.809998
2011/07/01,133.919998
2011/06/30,131.970001
2011/06/29,130.720001
2011/06/28,129.610001
2011/06/27,127.940002
2011/06/24,126.809998
2011/06/23,128.300003
2011/06/22,128.669998
2011/06/21,129.449997
2011/06/20,127.699997
2011/06/17,127.050003
2011/06/16,127.300003
2011/06/15,127.019997
2011/06/14,129.320007
2011/06/13,127.699997
2011/06/10,127.599998
2011/06/09,129.399994
2011/06/08,128.419998
2011/06/07,128.960007
2011/06/06,129.039993
2011/06/03,130.419998
2011/06/02,131.729996
2011/06/01,131.869995
2011/05/31,134.899994
2011/05/27,133.509995
2011/05/26,133.000000
2011/05/25,132.389999
2011/05/24,131.949997
2011/05/23,132.059998
2011/05/20,133.610001
2011/05/19,134.679993
2011/05/18,134.360001
2011/05/17,133.169998
2011/05/16,133.190002
