date,close
2015/12/31,203.869995
2015/12/30,205.929993
2015/12/29,207.399994
2015/12/28,205.210007
2015/12/24,205.679993
2015/12/23,206.020004
2015/12/22,203.500000
2015/12/21,201.669998
2015/12/18,200.020004
2015/12/17,204.860001
2015/12/16,208.029999
2015/12/15,205.029999
2015/12/14,202.899994
2015/12/11,201.880005
2015/12/10,205.869995
2015/12/09,205.339996
2015/12/08,206.949997
2015/12/07,208.350006
2015/12/04,209.619995
2015/12/03,205.610001
2015/12/02,208.529999
2015/12/01,210.679993
2015/11/30,208.690002
2015/11/27,209.559998
2015/11/25,209.320007
2015/11/24,209.350006
2015/11/23,209.070007
2015/11/20,209.309998
2015/11/19,208.550003
2015/11/18,208.729996
2015/11/17,205.470001
2015/11/16,205.619995
2015/11/13,202.539993
2015/11/12,204.839996
2015/11/11,207.740005
2015/11/10,208.559998
2015/11/09,208.080002
2015/11/06,210.039993
2015/11/05,210.149994
2015/11/04,210.360001
2015/11/03,211.000000
2015/11/02,210.389999
2015/10/30,207.929993
2015/10/29,208.830002
2015/10/28,208.949997
2015/10/27,206.600006
2015/10/26,207.000000
2015/10/23,207.509995
2015/10/22,205.259995
2015/10/21,201.850006
2015/10/20,203.110001
2015/10/19,203.369995
2015/10/16,203.270004
2015/10/15,202.350006
2015/10/14,199.289993
2015/10/13,200.250000
2015/10/12,201.520004
2015/10/09,201.330002
2015/10/08,201.210007
2015/10/07,199.410004
2015/10/06,197.789993
2015/10/05,198.470001
2015/10/02,195.000000
2015/10/01,192.130005
2015/09/30,191.630005
2015/09/29,188.119995
2015/09/28,188.009995
2015/09/25,192.850006
2015/09/24,192.899994
2015/09/23,193.600006
2015/09/22,193.910004
2015/09/21,196.460007
2015/09/18,195.449997
2015/09/17,199.729996
2015/09/16,200.179993
2015/09/15,198.460007
2015/09/14,196.009995
2015/09/11,196.740005
2015/09/10,195.850006
2015/09/09,194.789993
2015/09/08,197.429993
2015/09/04,192.589996
2015/09/03,195.550003
2015/09/02,195.410004
2015/09/01,191.770004
2015/08/31,197.669998
2015/08/28,199.279999
2015/08/27,199.270004
2015/08/26,194.460007
2015/08/25,187.270004
2015/08/24,189.500000
2015/08/21,197.830002
2015/08/20,203.970001
2015/08/19,208.320007
2015/08/18,209.979996
2015/08/17,210.589996
2015/08/14,209.419998
2015/08/13,208.660004
2015/08/12,208.919998
2015/08/11,208.669998
2015/08/10,210.570007
2015/08/07,207.949997
2015/08/06,208.350006
2015/08/05,210.070007
2015/08/04,209.380005
2015/08/03,209.789993
2015/07/31,210.500000
2015/07/30,210.820007
2015/07/29,210.770004
2015/07/28,209.330002
2015/07/27,206.789993
2015/07/24,208.000000
2015/07/23,210.179993
2015/07/22,211.369995
2015/07/21,211.750000
2015/07/20,212.589996
2015/07/17,212.479996
2015/07/16,212.300003
2015/07/15,210.610001
2015/07/14,210.679993
2015/07/13,209.770004
2015/07/10,207.479996
2015/07/09,204.899994
2015/07/08,204.529999
2015/07/07,208.020004
2015/07/06,206.720001
2015/07/02,207.309998
2015/07/01,207.500000
2015/06/30,205.850006
2015/06/29,205.419998
2015/06/26,209.820007
2015/06/25,209.860001
2015/06/24,210.500000
2015/06/23,212.039993
2015/06/22,211.889999
2015/06/19,210.809998
2015/06/18,212.779999
2015/06/17,210.589996
2015/06/16,210.250000
2015/06/15,209.110001
2015/06/12,210.009995
2015/06/11,211.630005
2015/06/10,210.949997
2015/06/09,208.449997
2015/06/08,208.479996
2015/06/05,209.770004
2015/06/04,210.130005
2015/06/03,211.919998
2015/06/02,211.360001
2015/06/01,211.570007
2015/05/29,211.139999
2015/05/28,212.460007
2015/05/27,212.699997
2015/05/26,210.699997
2015/05/22,212.990005
2015/05/21,213.500000
2015/05/20,212.880005
2015/05/19,213.029999
2015/05/18,213.100006
2015/05/15,212.440002
2015/05/14,212.210007
2015/05/13,210.020004
2015/05/12,209.979996
2015/05/11,210.610001
2015/05/08,211.619995
2015/05/07,208.869995
2015/05/06,208.039993
2015/05/05,208.899994
2015/05/04,211.320007
2015/05/01,210.720001
2015/04/30,208.460007
2015/04/29,210.570007
2015/04/28,211.440002
2015/04/27,210.770004
2015/04/24,211.649994
2015/04/23,211.160004
2015/04/22,210.630005
2015/04/21,209.600006
2015/04/20,209.850006
2015/04/17,207.949997
2015/04/16,210.369995
2015/04/15,210.429993
2015/04/14,209.490005
2015/04/13,209.089996
2015/04/10,210.039993
2015/04/09,208.899994
2015/04/08,207.979996
2015/04/07,207.279999
2015/04/06,207.830002
2015/04/02,206.440002
2015/04/01,205.699997
2015/03/31,206.429993
2015/03/30,208.250000
2015/03/27,205.740005
2015/03/26,205.270004
2015/03/25,205.759995
2015/03/24,208.820007
2015/03/23,210.000000
2015/03/20,210.410004
2015/03/19,209.500000
2015/03/18,210.460007
2015/03/17,207.960007
2015/03/16,208.580002
2015/03/13,205.830002
2015/03/12,207.100006
2015/03/11,204.500000
2015/03/10,204.979996
2015/03/09,208.360001
2015/03/06,207.500000
2015/03/05,210.460007
2015/03/04,210.229996
2015/03/03,211.119995
2015/03/02,211.990005
2015/02/27,210.660004
2015/02/26,211.380005
2015/02/25,211.630005
2015/02/24,211.809998
2015/02/23,211.210007
2015/02/20,211.240005
2015/02/19,209.979996
2015/02/18,210.130005
2015/02/17,210.110001
2015/02/13,209.779999
2015/02/12,208.919998
2015/02/11,206.929993
2015/02/10,206.809998
2015/02/09,204.630005
2015/02/06,205.550003
2015/02/05,206.119995
2015/02/04,204.059998
2015/02/03,204.839996
2015/02/02,201.919998
2015/01/30,199.449997
2015/01/29,201.990005
2015/01/28,200.139999
2015/01/27,202.740005
2015/01/26,205.449997
2015/01/23,204.970001
2015/01/22,206.100006
2015/01/21,203.080002
2015/01/20,202.059998
2015/01/16,201.630005
2015/01/15,199.020004
2015/01/14,200.860001
2015/01/13,202.080002
2015/01/12,202.649994
2015/01/09,204.250000
2015/01/08,205.899994
2015/01/07,202.309998
2015/01/06,199.820007
2015/01/05,201.720001
2015/01/02,205.429993
2014/12/31,205.539993
2014/12/30,207.600006
2014/12/29,208.720001
2014/12/26,208.440002
2014/12/24,207.770004
2014/12/23,207.750000
2014/12/22,207.470001
2014/12/19,206.520004
2014/12/18,206.779999
2014/12/17,201.789993
2014/12/16,197.910004
2014/12/15,199.509995
2014/12/12,200.889999
2014/12/11,204.190002
2014/12/10,203.160004
2014/12/09,206.470001
2014/12/08,206.610001
2014/12/05,208.000000
2014/12/04,207.660004
2014/12/03,207.889999
2014/12/02,207.089996
2014/12/01,205.759995
2014/11/28,207.199997
2014/11/26,207.639999
2014/11/25,207.110001
2014/11/24,207.259995
2014/11/21,206.679993
2014/11/20,205.580002
2014/11/19,205.220001
2014/11/18,205.550003
2014/11/17,204.369995
2014/11/14,204.240005
2014/11/13,204.190002
2014/11/12,203.960007
2014/11/11,204.179993
2014/11/10,203.979996
2014/11/07,203.339996
2014/11/06,203.149994
2014/11/05,202.339996
2014/11/04,201.070007
2014/11/03,201.770004
2014/10/31,201.660004
2014/10/30,199.380005
2014/10/29,198.110001
2014/10/28,198.410004
2014/10/27,196.160004
2014/10/24,196.429993
2014/10/23,194.929993
2014/10/22,192.690002
2014/10/21,194.070007
2014/10/20,190.300003
2014/10/17,188.470001
2014/10/16,186.270004
2014/10/15,186.429993
2014/10/14,187.699997
2014/10/13,187.410004
2014/10/10,190.539993
2014/10/09,192.740005
2014/10/08,196.639999
2014/10/07,193.259995
2014/10/06,196.289993
2014/10/03,196.520004
2014/10/02,194.380005
2014/10/01,194.350006
2014/09/30,197.020004
2014/09/29,197.539993
2014/09/26,197.899994
2014/09/25,196.339996
2014/09/24,199.559998
2014/09/23,198.009995
2014/09/22,199.149994
2014/09/19,200.699997
2014/09/18,201.820007
2014/09/17,200.750000
2014/09/16,200.479996
2014/09/15,198.979996
2014/09/12,199.130005
2014/09/11,200.300003
2014/09/10,200.070007
2014/09/09,199.320007
2014/09/08,200.589996
2014/09/05,201.110001
2014/09/04,200.210007
2014/09/03,200.500000
2014/09/02,200.610001
2014/08/29,200.710007
2014/08/28,200.139999
2014/08/27,200.250000
2014/08/26,200.330002
2014/08/25,200.199997
2014/08/22,199.190002
2014/08/21,199.500000
2014/08/20,198.919998
2014/08/19,198.389999
2014/08/18,197.360001
2014/08/15,195.720001
2014/08/14,195.759995
2014/08/13,194.839996
2014/08/12,193.529999
2014/08/11,193.800003
2014/08/08,193.240005
2014/08/07,191.029999
2014/08/06,192.070007
2014/08/05,192.009995
2014/08/04,193.889999
2014/08/01,192.500000
2014/07/31,193.089996
2014/07/30,196.979996
2014/07/29,196.949997
2014/07/28,197.800003
2014/07/25,197.720001
2014/07/24,198.649994
2014/07/23,198.639999
2014/07/22,198.199997
2014/07/21,197.339996
2014/07/18,197.710007
2014/07/17,195.710007
2014/07/16,197.960007
2014/07/15,197.229996
2014/07/14,197.600006
2014/07/11,196.610001
2014/07/10,196.339996
2014/07/09,197.119995
2014/07/08,196.240005
2014/07/07,197.509995
2014/07/03,198.199997
2014/07/02,197.229996
2014/07/01,197.029999
2014/06/30,195.720001
2014/06/27,195.820007
2014/06/26,195.440002
2014/06/25,195.580002
2014/06/24,194.699997
2014/06/23,195.880005
2014/06/20,195.940002
2014/06/19,196.479996
2014/06/18,196.259995
2014/06/17,194.830002
2014/06/16,194.289993
2014/06/13,194.130005
2014/06/12,193.539993
2014/06/11,194.919998
2014/06/10,195.600006
2014/06/09,195.580002
2014/06/06,195.380005
2014/06/05,194.449997
2014/06/04,193.190002
2014/06/03,192.800003
2014/06/02,192.899994
2014/05/30,192.679993
2014/05/29,192.369995
2014/05/28,191.380005
2014/05/27,191.520004
2014/05/23,190.350006
2014/05/22,189.589996
2014/05/21,189.130005
2014/05/20,187.550003
2014/05/19,188.740005
2014/05/16,188.050003
2014/05/15,187.399994
2014/05/14,189.059998
2014/05/13,189.960007
2014/05/12,189.789993
2014/05/09,187.960007
2014/05/08,187.679993
2014/05/07,187.880005
2014/05/06,186.779999
2014/05/05,188.419998
2014/05/02,188.059998
2014/05/01,188.330002
2014/04/30,188.309998
2014/04/29,187.750000
2014/04/28,186.880005
2014/04/25,186.289993
2014/04/24,187.830002
2014/04/23,187.449997
2014/04/22,187.889999
2014/04/21,187.039993
2014/04/17,186.389999
2014/04/16,186.130005
2014/04/15,184.199997
2014/04/14,182.940002
2014/04/11,181.509995
